university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Marketing Management with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/marketing-courses/marketing-management-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Sociology,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/social-sciences-courses/sociology-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Sociology with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/social-sciences-courses/sociology-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Journalism,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/journalism-media-courses/journalism-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Journalism with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/journalism-media-courses/journalism-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Football Journalism,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/journalism-media-courses/football-journalism-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Football Journalism with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/journalism-media-courses/football-journalism-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Media and Communication,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/journalism-media-courses/media-and-communication-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Media and Communication with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/journalism-media-courses/media-and-communication-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),History,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/history-politics-international-relations-courses/history-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),History with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/history-politics-international-relations-courses/history-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),International Relations,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/history-politics-international-relations-courses/international-relations-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),International Relations with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/history-politics-international-relations-courses/international-relations-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Politics,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/history-politics-international-relations-courses/politics-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),English,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/english-creative-writing-publishing-courses/english-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),English with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/english-creative-writing-publishing-courses/english-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Creative Writing and Publishing,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/english-creative-writing-publishing-courses/creative-writing-publishing-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Creative Writing and Publishing with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/english-creative-writing-publishing-courses/creative-writing-publishing-ba-hons-foundation/
University of Derby,Derby,College of Education,BA (Hons),Early Childhood Studies,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/education-childhood-inclusion-courses/early-childhood-studies-ba-hons/
University of Derby,Derby,College of Education,BA (Hons),Early Childhood Studies with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/education-childhood-inclusion-courses/early-childhood-studies-ba-hons-foundation/
University of Derby,Derby,College of Education,BA (Hons),Early Childhood Studies (Top-Up),1 Year,Foundation Degree or HND in Early Childhood/Childcare.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/education-childhood-inclusion-courses/early-childhood-studies-top-up-ba-hons/
University of Derby,Derby,College of Education,BA (Hons),Education Studies,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/education-childhood-inclusion-courses/education-studies-ba-hons/
University of Derby,Derby,College of Education,BA (Hons),Education Studies with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/education-childhood-inclusion-courses/education-studies-ba-hons-foundation/
University of Derby,Derby,College of Education,BA (Hons),Education Studies (Top-Up),1 Year,Foundation Degree or HND in Education or related subject.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/education-childhood-inclusion-courses/education-studies-top-up-ba-hons/
University of Derby,Derby,College of Education,BEd (Hons),Primary Education with Qualified Teacher Status,3 Years,"112 UCAS points. GCSE English, Maths and Science grade 4/C required.",IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/teacher-training-courses/primary-education-qts-bed-hons/
University of Derby,Derby,College of Education,MEdu (Integrated Masters),Education with Qualified Teacher Status,4 Years,"112 UCAS points. GCSE English, Maths and Science grade 4/C required.",IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/teacher-training-courses/education-integrated-masters/
University of Derby,Derby,College of Education,FdA,Children and Young People,2 Years,80 UCAS points. GCSE English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/education-childhood-inclusion-courses/children-and-young-people-fda/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Sport and Exercise Science,3 Years,112 UCAS points. GCSE English and a relevant science grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/sport-and-exercise-science-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Sport and Exercise Science with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/sport-and-exercise-science-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Sport Coaching and Development,3 Years,112 UCAS points. GCSE English and a relevant science grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/sport-coaching-and-development-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Sport Coaching and Development with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/sport-coaching-and-development-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Sport Therapy and Rehabilitation,3 Years,112 UCAS points. GCSE English and a relevant science grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/sport-therapy-and-rehabilitation-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Sport Therapy and Rehabilitation with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/sport-therapy-and-rehabilitation-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Performance Analysis and Coaching Science,3 Years,112 UCAS points. GCSE English and a relevant science grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/performance-analysis-and-coaching-science-bsc-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BSc (Hons),Performance Analysis and Coaching Science with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/performance-analysis-and-coaching-science-bsc-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BA (Hons),"Physical Education, Physical Activity and Sport",3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/physical-education-physical-activity-sport-ba-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BA (Hons),"Physical Education, Physical Activity and Sport with Foundation Year",4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/physical-education-physical-activity-sport-ba-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",FdA,Athlete Professional Development,2 Years,80 UCAS points. GCSE English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/sport-exercise-science-courses/athlete-professional-development-fda/
